method,sparse_rate,sparse_seed,anchor_count,anchor_count_std,valid_count,valid_count_std,mw_anchor_count,mw_anchor_count_std,mw_design_rank,mw_design_rank_std,rmse,rmse_std,mae,mae_std,median_ae,median_ae_std,p90_ae,p90_ae_std,p95_ae,p95_ae_std,bias_db,bias_db_std,std_error_db,std_error_db_std,count,count_std,los_rmse,los_rmse_std,nlos_rmse,nlos_rmse_std,high_wall_rmse,high_wall_rmse_std,unclipped_rmse,unclipped_rmse_std,unclipped_count,unclipped_count_std,clipped_pixel_fraction,clipped_pixel_fraction_std,non_anchor_rmse,non_anchor_rmse_std,non_anchor_mae,non_anchor_mae_std,non_anchor_p90_ae,non_anchor_p90_ae_std,non_anchor_count,non_anchor_count_std,non_anchor_los_rmse,non_anchor_los_rmse_std,non_anchor_nlos_rmse,non_anchor_nlos_rmse_std,free_space_rmse,free_space_rmse_std,free_space_mae,free_space_mae_std,free_space_p90_ae,free_space_p90_ae_std,free_space_count,free_space_count_std,wall_region_rmse,wall_region_rmse_std,rmse_delta_vs_multi_wall,rmse_delta_vs_multi_wall_std,rmse_delta_vs_direct_rf,rmse_delta_vs_direct_rf_std,num_rows,train_source,target_dataset,retrained,source_seed,source_run
wallpath_extra,0.01,33,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,4.824625744836316,2.264565643269086,3.259725445429484,1.7417640025356051,2.0349083989461265,1.4342465520100796,7.984188907305399,3.796499637822108,10.403245505015056,4.572596962204294,-0.3987691230897326,0.9936384256137246,4.757668638388316,2.150619551460033,69171.2,62205.51581671863,2.8986782244154576,2.559605644381697,4.959227041697975,2.2835937494579888,5.148854874593518,2.325694259022585,4.713792961840803,2.076106333266044,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,4.845643880898438,2.2718912976304977,3.283246400674184,1.7503459935518677,8.01781684398651,3.8050274695526616,68479.2,61583.613542098494,2.9105699709112343,2.568045432420188,4.980872768439171,2.2910187206075694,4.671295014310639,2.222636662936846,3.1493272205988565,1.7078943367562287,7.74746093082428,3.7514462138997455,66369.0,60939.29804372065,6.936316822691428,2.7897484240706323,-4.5162368341318,2.112952124747522,-0.0996494409823658,0.5015569395608125,750,wallpath_pi_task1_final_seed33_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,33,results\transfer_task1_to_task2_final_seed33_r001
direct_rf_all_features,0.01,33,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,4.924275185818682,2.513980460540141,3.4216875420411426,1.9391558601513013,2.219452534993489,1.5651985753851605,8.278879906336467,4.395072001429469,10.590371951738993,4.96098586622196,-0.8092133640711545,1.3346349599068337,4.787385748386383,2.283717815079368,69171.2,62205.51581671863,2.319486248132689,1.906916016993164,5.072650895542469,2.5514036110617013,5.274833833293577,2.620630670034016,4.712669487603766,2.0997034604842746,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,4.943134112392873,2.519020767102972,3.4418462595144907,1.9457815576387651,8.308589735984802,4.398212622161215,68479.2,61583.613542098494,2.3262343335185904,1.914999161981594,5.092192163956202,2.556457695724754,4.798711547546933,2.490961955579474,3.321278658628464,1.9122062008092895,8.066653991381328,4.384985920542953,66369.0,60939.29804372065,6.749934041194372,2.780346819471653,-4.416587393149436,2.124433372611717,0.0,0.0,750,wallpath_pi_task1_final_seed33_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,33,results\transfer_task1_to_task2_final_seed33_r001
wallpath_calibrated,0.01,33,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,5.092380955017399,2.347252077731765,3.643473614692688,1.7917504470867065,2.535835589090983,1.452858511900264,8.410643841425578,3.9057430200295857,10.788385526657104,4.843489611937683,-1.2047125123681035,1.2212518595778303,4.885976550102234,2.1513260072266864,69171.2,62205.51581671863,2.2662014291661112,1.6899081361255213,5.247836942276129,2.3875338613580936,5.45653926505981,2.442333410417222,5.001990500892994,2.211114896594568,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,5.113317952759673,2.3547097410732536,3.666784548123677,1.7997715766231952,8.442206180254619,3.915877782276316,68479.2,61583.613542098494,2.2754860453988086,1.6971280438801422,5.26948845505764,2.3952033105077173,4.97171925287936,2.312058391278617,3.549725966135661,1.762163833064284,8.212728183110555,3.862834078139955,66369.0,60939.29804372065,6.83764082508662,2.722670113117025,-4.248481623950719,1.9472736164118487,0.1681057691987157,0.7521885959895915,750,wallpath_pi_task1_final_seed33_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,33,results\transfer_task1_to_task2_final_seed33_r001
wallpath_rf,0.01,33,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,5.281422361872343,3.1436037064529443,3.48925610335668,2.23535525226516,2.081311965942383,1.566257546759656,8.709666391054789,5.4182751980885016,11.569276085535686,7.01829740964577,-0.5390429039143686,1.5664198153961149,5.17451797469457,2.873708430248969,69171.2,62205.51581671863,3.095661286584255,2.655816626204282,5.427852991231831,3.187986972071261,5.652661803295265,3.2922721502267263,5.025790755819174,2.501657240392637,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,5.300620098252127,3.1458740540408465,3.5113213482697803,2.2408179377374595,8.740838404655456,5.417871378134013,68479.2,61583.613542098494,3.1084730374040843,2.665244765569328,5.447599292457241,3.190171073482801,5.122944958530247,3.1131692645465585,3.37479707980156,2.20365464376604,8.46568058458964,5.386440922177699,66369.0,60939.29804372065,7.447935862454527,3.597944189349596,-4.059440217095775,2.43579340236284,0.35714717605366,0.8302350028636766,750,wallpath_pi_task1_final_seed33_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,33,results\transfer_task1_to_task2_final_seed33_r001
direct_extra_all_features,0.01,33,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,5.541002158243054,3.761077416682512,4.048661957820257,3.0939240928545044,2.892134365081787,2.764475309871698,9.272188114802043,6.403511929816039,11.665501232465108,7.137035394917126,-2.127745932682805,3.179684527853333,4.886256813844045,2.517816615137386,69171.2,62205.51581671863,2.3849944098641984,1.4772954848917283,5.689874600272298,3.8380713609829296,5.929786929956407,3.988720299013096,5.259880641450011,3.120618275802271,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,5.557010688612439,3.7621519806827246,4.063714473247528,3.093616553532538,9.299254455884295,6.4041149587654544,68479.2,61583.613542098494,2.384912949367714,1.4773361412143278,5.706861750113503,3.839152452021556,5.445243993287298,3.766378174074604,3.974176030158997,3.09745104764338,9.10332007821401,6.4236559561471,66369.0,60939.29804372065,7.025662831613367,3.662436151764339,-3.799860420725063,2.618648170368027,0.6167269724243721,1.4264577693007527,750,wallpath_pi_task1_final_seed33_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,33,results\transfer_task1_to_task2_final_seed33_r001
multi_wall_residual_idw,0.01,33,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,5.635773734273138,2.2686059501973688,3.927358080387116,1.625810165172332,2.778285525004069,1.23181015075193,8.850029679298402,3.618973943406612,11.384949833552042,4.606855534003491,0.0184485680627403,0.4318238534752335,5.623532765547434,2.258109259696868,69171.2,62205.51581671863,5.098307542632831,3.301653131542288,5.719724791629419,2.301854374308121,5.9113926909684285,2.3571607339251983,5.624750980577311,2.2634687274610243,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,5.664199670893858,2.2800611031957376,3.967075640996297,1.6422684678040491,8.88641939385732,3.6320551580758567,68479.2,61583.613542098494,5.1228243921022765,3.315414713592748,5.748584887095026,2.313481234105049,5.451849763544447,2.17341148013048,3.824179234822591,1.582853062947987,8.650945846557617,3.5420173235926047,66369.0,60939.29804372065,7.96943590663184,3.6393120307322335,-3.70508884469498,1.831021685035502,0.7114985484544549,1.1504788123911742,750,wallpath_pi_task1_final_seed33_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,33,results\transfer_task1_to_task2_final_seed33_r001
idw,0.01,33,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,6.1655281986072925,2.1999294052902374,4.583325147310893,1.683183949774098,3.477277898152669,1.3654182215124806,10.157115681330364,3.7029040057685623,12.686579037984211,4.584522888705116,-0.1745906361478846,0.5344720908667624,6.144199244499206,2.188125740833236,69171.2,62205.51581671863,10.77408060823724,5.635744800143768,5.882198464344327,2.1552867377156817,5.903572781742231,2.1342943162257155,6.121492935980777,2.141051917411638,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,6.196625640087358,2.2110391387707664,4.629675955295562,1.7002253352625538,10.194793078740435,3.716151943872173,68479.2,61583.613542098494,10.824990087765356,5.65195833384352,5.9118775268027735,2.1661782520417083,6.092028937639435,2.173398478799768,4.524595746517181,1.6597562344129777,10.030499797185264,3.650045252462232,66369.0,60939.29804372065,7.393488488779129,2.5118914270369848,-3.175334380360824,2.021134665941108,1.2412530127886103,1.058317947384613,750,wallpath_pi_task1_final_seed33_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,33,results\transfer_task1_to_task2_final_seed33_r001
direct_rf_sparse_anchor,0.01,33,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,8.60968044999829,3.8888986953236735,6.570381423950195,3.147068964691043,5.129478276570638,2.8476022412699824,14.364757066090904,6.49340183024244,17.578391964594523,7.78029089798028,-0.9306482804281015,2.249199497804508,8.305055486043294,3.789401876337352,69171.2,62205.51581671863,2.885555201042893,2.3307035789525443,8.886164082539505,3.945992497595124,9.270089860513384,4.02274646493783,8.487370596903137,3.726565578790346,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,8.610393575791147,3.889576751481656,6.570965129534404,3.1477499045356274,14.36596892229716,6.494891190048929,68479.2,61583.613542098494,2.8856465536923706,2.3318233606045204,8.886905144431024,3.946659512709044,8.512626313197638,3.866294267366153,6.4839988635381065,3.1298222533166524,14.220541862487792,6.468237384629317,66369.0,60939.29804372065,10.021268033382146,4.191302716482477,-0.7311821289698271,1.4854503133840056,3.685405264179608,1.9696607733650549,750,wallpath_pi_task1_final_seed33_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,33,results\transfer_task1_to_task2_final_seed33_r001
multi_wall,0.01,33,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,9.340862578968116,3.573885496630469,7.355573470433553,2.9590939499596107,6.209594659169515,2.751097120754883,14.87829498799642,5.716189920611862,17.903795239130655,6.6723080140217,0.0381734142967422,0.5475964104838122,9.3281569592158,3.5653844846702927,69171.2,62205.51581671863,9.191288383725166,4.835337596550291,9.381978648005695,3.5678041502667157,9.608340594241984,3.6102746304872713,9.286727310233305,3.506548428192305,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,9.34311484664306,3.5749690357380475,7.356740406990051,2.95963650526528,14.8803422164917,5.717201696141772,68479.2,61583.613542098494,9.195114166716593,4.839811407476868,9.384139187881583,3.5688772695086364,9.222981045858452,3.5362631173851145,7.292753164291382,2.945616604612553,14.757727745691936,5.691358107608448,66369.0,60939.29804372065,10.974443159833127,4.446558223791381,0.0,0.0,4.416587393149436,2.124433372611717,750,wallpath_pi_task1_final_seed33_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,33,results\transfer_task1_to_task2_final_seed33_r001
log_distance,0.01,33,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,10.86308711061419,3.896044866551189,8.81792267227173,3.284197626711081,7.729437775929769,3.130676185714697,17.581063117345174,6.256529054331322,20.566775042215983,7.2432110926868125,-0.0027618867899291,0.6364444258451437,10.848318415323892,3.885813407376169,69171.2,62205.51581671863,13.500600123671804,5.891864960603679,10.595023657630872,3.8291834334400288,10.591316709885277,3.80906544476533,10.793218748583518,3.797141573313264,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,10.863993323471876,3.8965319915678847,8.818587521235148,3.2846137850812887,17.582084643681846,6.256511321763927,68479.2,61583.613542098494,13.505739304180183,5.8980666268092605,10.595565928617946,3.8294965951768662,10.843758706828092,3.8904308961119702,8.80392238521576,3.281047555651144,17.54671861775716,6.245755642514691,66369.0,60939.29804372065,11.218199286164063,3.989866664673399,1.522224531646074,1.5913499518280858,5.938811924795509,2.279831238812569,750,wallpath_pi_task1_final_seed33_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,33,results\transfer_task1_to_task2_final_seed33_r001
direct_rf_geometry,0.01,33,692.0,621.9023101027053,69171.2,62205.51581671863,692.0,621.9023101027053,3.2,0.5419639901526325,14.29471196324281,9.68635863094111,11.709303731918334,8.726970371472515,9.85895327758789,8.645761530077344,23.291128215789797,15.07613203278135,26.976404673894248,15.960984067731978,-9.235859456364995,10.31018460404302,9.391034116109212,4.291456021305762,69171.2,62205.51581671863,4.555168168668453,3.249796908582069,14.72323089509041,9.87361184964627,15.418023871900475,10.300329393130456,13.886808572589082,8.910058432008087,68413.60266666667,61377.76316659457,0.0120102764942948,0.0408219035450864,14.294237361552536,9.68585497832048,11.708868087291718,8.726479893005033,23.290486257553106,15.076138426473284,68479.2,61583.613542098494,4.5555090379194,3.2498627820229977,14.72277108550874,9.873197915931351,14.254798442134945,9.735639515035588,11.691832489331563,8.787886293342083,23.21595986620585,15.138925748607996,66369.0,60939.29804372065,14.841852465073714,8.948407525502185,4.953849384274693,7.170535862883169,9.370436777424128,7.504333835510297,750,wallpath_pi_task1_final_seed33_r001,wallpath_pi_task1_to_task2_unseen_buildings_transfer,False,33,results\transfer_task1_to_task2_final_seed33_r001
