method,sparse_rate,sparse_seed,anchor_count,anchor_count_std,valid_count,valid_count_std,mw_anchor_count,mw_anchor_count_std,mw_design_rank,mw_design_rank_std,rmse,rmse_std,mae,mae_std,median_ae,median_ae_std,p90_ae,p90_ae_std,p95_ae,p95_ae_std,bias_db,bias_db_std,std_error_db,std_error_db_std,count,count_std,los_rmse,los_rmse_std,nlos_rmse,nlos_rmse_std,high_wall_rmse,high_wall_rmse_std,unclipped_rmse,unclipped_rmse_std,unclipped_count,unclipped_count_std,clipped_pixel_fraction,clipped_pixel_fraction_std,non_anchor_rmse,non_anchor_rmse_std,non_anchor_mae,non_anchor_mae_std,non_anchor_p90_ae,non_anchor_p90_ae_std,non_anchor_count,non_anchor_count_std,non_anchor_los_rmse,non_anchor_los_rmse_std,non_anchor_nlos_rmse,non_anchor_nlos_rmse_std,free_space_rmse,free_space_rmse_std,free_space_mae,free_space_mae_std,free_space_p90_ae,free_space_p90_ae_std,free_space_count,free_space_count_std,wall_region_rmse,wall_region_rmse_std,rmse_delta_vs_multi_wall,rmse_delta_vs_multi_wall_std,rmse_delta_vs_direct_rf,rmse_delta_vs_direct_rf_std,num_rows,seed,experiment_name,run_dir
direct_extra_all_features,0.05,11,3458.8,3114.3119812353198,69171.2,62288.73393528756,3458.8,3114.3119812353198,3.4,0.490880693673816,2.2144667830528344,0.6532742402273451,1.3936795480251312,0.4647686776974268,0.7646204528808593,0.2933767743227881,3.549409440517425,1.1991667930461622,4.914917687416077,1.4380197810480069,-0.106551283466164,0.2314804108890547,2.2034767179489134,0.6408819363549261,69171.2,62288.73393528756,0.6942027981453386,0.2878196892240622,2.298497691525789,0.6823754801545963,2.399943254091045,0.698741446401012,2.2144667830528344,0.6532742402273451,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,2.264581181762847,0.6650670787697179,1.4415315630435943,0.4793285618000226,3.642946533679962,1.2131645032119374,65712.4,59174.42195997515,0.7003317668704315,0.2873187032877747,2.35074280764162,0.6948116973871635,2.120026552944353,0.6485435086991769,1.3261293392181397,0.4505658371384856,3.379429898262024,1.1971595659683485,66369.0,61020.82222471212,3.4791587726532627,0.5760354454494753,-3.654456192667706,1.0930687020620824,-0.0129782236988516,0.0650686571397687,250,11,wallpath_pi_task1_final_seed11_r005,results\wallpath_pi_task1_final_seed11_r005\run_1
direct_rf_all_features,0.05,11,3458.8,3114.3119812353198,69171.2,62288.73393528756,3458.8,3114.3119812353198,3.4,0.490880693673816,2.2274450067516853,0.6514701811422815,1.3677350032329558,0.4562378983908284,0.7222471694946289,0.2779932205163314,3.5269943976402285,1.192339193096112,4.950929831504822,1.4157658854846016,-0.055033611269464,0.1680601167150006,2.2220461468696597,0.646101164246497,69171.2,62288.73393528756,0.7721611321281644,0.326998600602323,2.3094137786894877,0.6818542335338472,2.409703065706022,0.6996508568809773,2.2274450067516853,0.6514701811422815,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,2.27984989439339,0.6651777924378777,1.4213806750774385,0.4736245837212155,3.625742291450501,1.2080800850613211,65712.4,59174.42195997515,0.7836724006301997,0.3333377654008283,2.3638905948517084,0.6963016755208629,2.125083679387324,0.6380973199547482,1.2974019248485564,0.4379303095747705,3.345037511825561,1.1815750892898764,66369.0,61020.82222471212,3.560751603289446,0.6487259849654882,-3.641477968968855,1.0763287447975252,0.0,0.0,250,11,wallpath_pi_task1_final_seed11_r005,results\wallpath_pi_task1_final_seed11_r005\run_1
wallpath_extra,0.05,11,3458.8,3114.3119812353198,69171.2,62288.73393528756,3458.8,3114.3119812353198,3.4,0.490880693673816,2.24491106618243,0.6733427461031681,1.3223936996459962,0.4737902778255499,0.6353786582946778,0.2918644091757884,3.477819317817688,1.208309469090676,4.948189578056335,1.4155176694601954,0.0036524656829424,0.1073862876223613,2.2427780480384825,0.67205767113142,69171.2,62288.73393528756,0.9495441366058618,0.4914307932145974,2.3260812517250224,0.7066588726469972,2.431912195769603,0.7286211142010144,2.24491106618243,0.6733427461031681,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,2.3013423556244006,0.6901950725328678,1.3803982985019685,0.4953737877409096,3.584775813102722,1.226184037468154,65712.4,59174.42195997515,0.9709791674490784,0.5011047985401702,2.384602840849976,0.724361924604135,2.1245477963971715,0.6466247435950367,1.2472420740127563,0.4517736797955643,3.285068067550659,1.1938590147653585,66369.0,61020.82222471212,3.730298489140726,0.8780324581883963,-3.6240119095381096,1.0597529040958835,0.0174660594307442,0.1200623852067921,250,11,wallpath_pi_task1_final_seed11_r005,results\wallpath_pi_task1_final_seed11_r005\run_1
wallpath_rf,0.05,11,3458.8,3114.3119812353198,69171.2,62288.73393528756,3458.8,3114.3119812353198,3.4,0.490880693673816,2.2915881732888703,0.6998272078094363,1.332083751916885,0.4866849026636989,0.6327517471313476,0.3009392175202319,3.5026237363815307,1.2295940020537597,5.000528102874756,1.4494581393082904,0.0038979153805412,0.1164633647905207,2.2891798214912416,0.698190878726293,69171.2,62288.73393528756,1.0776122661162766,0.6084125613137841,2.372344417215227,0.7333578886877761,2.48112813311576,0.7552611716199359,2.2915881732888703,0.6998272078094363,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,2.3483527469339,0.7173558511331183,1.3884546015262604,0.5085786384394869,3.609102663993836,1.2468318444555857,65712.4,59174.42195997515,1.1019128074958993,0.6204637234263223,2.431173562331454,0.75177247455879,2.16459757690532,0.6679486399668528,1.255572531938553,0.463981727216876,3.306451715946197,1.2131543557813846,66369.0,61020.82222471212,3.8338760653460575,0.9864466314181036,-3.577334802431669,1.0559971208596746,0.0641431665371849,0.1490093984360739,250,11,wallpath_pi_task1_final_seed11_r005,results\wallpath_pi_task1_final_seed11_r005\run_1
wallpath_calibrated,0.05,11,3458.8,3114.3119812353198,69171.2,62288.73393528756,3458.8,3114.3119812353198,3.4,0.490880693673816,2.411340190675119,0.6146558415164601,1.6092360513210298,0.4215703977430016,0.9835740394592284,0.2834721463693246,3.93258825969696,1.0755783516440445,5.23452818775177,1.3662207057339977,-0.1756161394938826,0.2653202572699437,2.393294622898102,0.6030840820820879,69171.2,62288.73393528756,0.7600791360254235,0.3128431950553304,2.5028313404222726,0.6415797532219156,2.611922633098752,0.6566148074121982,2.411340190675119,0.6146558415164601,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,2.468877104035081,0.627994693117169,1.671949123620987,0.4382419576686665,4.025175895690918,1.0941134018413547,65712.4,59174.42195997515,0.7780891411342941,0.3193246182345896,2.562602047598052,0.6557131946088908,2.321350936906956,0.5998803102875826,1.5443298053741454,0.4062662850340978,3.7801203117370608,1.05917178662182,66369.0,61020.82222471212,3.6251818385911694,0.6446540256432998,-3.457582785045421,1.0430968972593906,0.1838951839234328,0.1013231947852966,250,11,wallpath_pi_task1_final_seed11_r005,results\wallpath_pi_task1_final_seed11_r005\run_1
multi_wall_residual_idw,0.05,11,3458.8,3114.3119812353198,69171.2,62288.73393528756,3458.8,3114.3119812353198,3.4,0.490880693673816,2.983198594999054,0.7118756279638639,1.9839355597496036,0.4519525922609481,1.3401732482910156,0.3158599281321873,4.579792251586914,1.1136027715871242,6.015324956893921,1.4773879026789294,-0.0017383397815283,0.0952711064609085,2.9818963823318483,0.7112047923148348,69171.2,62288.73393528756,2.390415901198293,1.1097559502708534,3.050259868308598,0.75744834324236,3.1710097472464,0.7879810369288028,2.983198594999054,0.7118756279638639,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,3.0607144544013947,0.7303845251870733,2.088376854419708,0.4757615412673053,4.684199726104736,1.1394506178107515,65712.4,59174.42195997515,2.450731603264761,1.1330695753082645,3.129537713266525,0.7771216273501798,2.8627508488775937,0.6719046227720876,1.9200632963180544,0.435668957223274,4.449953281402588,1.0899097812982628,66369.0,61020.82222471212,4.4975652652671965,1.3255255698382098,-2.885724380721486,0.8909320802054679,0.7557535882473685,0.2834385516128999,250,11,wallpath_pi_task1_final_seed11_r005,results\wallpath_pi_task1_final_seed11_r005\run_1
idw,0.05,11,3458.8,3114.3119812353198,69171.2,62288.73393528756,3458.8,3114.3119812353198,3.4,0.490880693673816,3.372926405336415,0.6711475396534331,2.4709622797966,0.5026822696168943,1.8761493453979488,0.4115951767695203,5.501463379859924,1.1326864756860997,6.919624660491944,1.412349898368887,-0.078780358306074,0.1324321575783379,3.3697846593856813,0.6695841132645819,69171.2,62288.73393528756,6.309710197903311,2.619755774722044,3.18172043283707,0.6657947998942132,3.1814541499019566,0.6444883344888844,3.372926405336415,0.6711475396534331,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,3.460568940282344,0.6886023015158034,2.6010420994758605,0.5291674030936409,5.607782645225525,1.1527569562089195,65712.4,59174.42195997515,6.468749560895226,2.672414331493869,3.2644244431604257,0.6831638033304782,3.3340227258160904,0.6694668720180773,2.440225501537323,0.4992844072162817,5.433290133476257,1.1263446645498076,66369.0,61020.82222471212,4.025567566086197,0.5458408474429406,-2.4959965703841247,1.0220903385235445,1.1454813985847294,0.2548183363654911,250,11,wallpath_pi_task1_final_seed11_r005,results\wallpath_pi_task1_final_seed11_r005\run_1
direct_rf_sparse_anchor,0.05,11,3458.8,3114.3119812353198,69171.2,62288.73393528756,3458.8,3114.3119812353198,3.4,0.490880693673816,5.008724719622082,1.0157120544693825,3.63733645439148,0.8343510551239889,2.6812271881103515,0.9201973657262322,8.427859939575196,1.7767609561330662,10.440791362762452,2.179792305468043,-1.0425598577102646,0.9168272229622968,4.813570687294006,1.0124832263218515,69171.2,62288.73393528756,0.8367757499576897,0.4263301270507674,5.2100151214615655,1.0703383677345542,5.485055743279221,1.0581393316795369,5.008724719622082,1.0157120544693825,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,5.009120324322665,1.0159531532284638,3.637449902534485,0.8347832932237423,8.428808950424195,1.776902624314893,65712.4,59174.42195997515,0.8344979674312868,0.4256073668568146,5.210481696597868,1.0705600504324937,4.942971631774863,1.01355822867378,3.573581155776977,0.8373943164414763,8.33402414894104,1.7731195805429525,66369.0,61020.82222471212,5.954432068985352,1.1109814262705042,-0.8601982560984588,0.8010665335592974,2.781279712870396,0.7898680291354537,250,11,wallpath_pi_task1_final_seed11_r005,results\wallpath_pi_task1_final_seed11_r005\run_1
multi_wall,0.05,11,3458.8,3114.3119812353198,69171.2,62288.73393528756,3458.8,3114.3119812353198,3.4,0.490880693673816,5.86892297572054,1.2425005612474298,4.545780791282654,1.007045748759512,3.742767601013184,0.9744466789187032,9.35356297492981,1.9886641161965624,11.399780141830444,2.3999172197686534,0.0021934716744581,0.1256207172228376,5.867726622581482,1.242266617217308,69171.2,62288.73393528756,5.660778194477516,2.0356641202672794,5.907537612326222,1.272987094850358,6.060658086589983,1.3024481541950466,5.86892297572054,1.2425005612474298,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,5.870432494743222,1.2424806707757896,4.546415512084961,1.007167022658656,9.353692714691162,1.9883016180753892,65712.4,59174.42195997515,5.663699236298791,2.0350055924845427,5.909077740679835,1.2730237608272097,5.786375247016992,1.2317371415542937,4.49925045967102,1.0073300747210745,9.263972995758056,1.9873921155462573,66369.0,61020.82222471212,7.076531792530553,1.7060804875642506,0.0,0.0,3.641477968968855,1.0763287447975252,250,11,wallpath_pi_task1_final_seed11_r005,results\wallpath_pi_task1_final_seed11_r005\run_1
direct_rf_geometry,0.05,11,3458.8,3114.3119812353198,69171.2,62288.73393528756,3458.8,3114.3119812353198,3.4,0.490880693673816,7.068149633299869,2.42231862720765,5.041464155197144,1.9180449933399224,3.5006003303527837,1.7253829478771645,12.091741779327393,4.569386328505347,14.993753448486329,5.140805200670032,-2.7711464195773003,2.9605574088080586,6.069060928344727,1.6037074973809171,69171.2,62288.73393528756,0.8149672749981246,0.3915934694897539,7.328278861713148,2.4230288384124554,7.719241476263666,2.41281560112842,7.068149633299869,2.42231862720765,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,7.0684563785516366,2.4229267531850573,5.041115827560425,1.9182097169092416,12.093396287918091,4.572094889179871,65712.4,59174.42195997515,0.8121543778792052,0.3916562216648331,7.328716212590216,2.4238608289136923,6.997988561574776,2.4582302597784613,4.975785442352295,1.937515909072434,12.00168850517273,4.623904598440168,66369.0,61020.82222471212,8.238990342080182,2.152378592412477,1.1992266575793291,2.0497282557981173,4.840704626548184,2.0154448274506285,250,11,wallpath_pi_task1_final_seed11_r005,results\wallpath_pi_task1_final_seed11_r005\run_1
log_distance,0.05,11,3458.8,3114.3119812353198,69171.2,62288.73393528756,3458.8,3114.3119812353198,3.4,0.490880693673816,7.444400712017063,1.9811885198463437,5.992651900291443,1.6954078432660602,5.179353210449219,1.6986049768704632,12.09857187271118,3.1705715068907483,14.251708808898924,3.625428821414004,-0.01688523992314,0.180779438308005,7.442668594360351,1.9799035922442685,69171.2,62288.73393528756,9.523277160378392,3.744215816778383,7.2425314827219776,1.9714527189785915,7.223582774517901,1.9809726508549024,7.444400712017063,1.9811885198463437,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,7.444643610902067,1.981460943230227,5.992903787612915,1.695472659665973,12.099168462753296,3.1716560769884987,65712.4,59174.42195997515,9.53061284992063,3.7593697435719458,7.242380265925152,1.9715269489642608,7.437056204989991,1.9874673099587363,5.988233287811279,1.70304302550201,12.083018495559692,3.17331940005477,66369.0,61020.82222471212,7.617568353058685,1.881031103169451,1.5754777362965235,1.4548799507778978,5.216955705265378,1.5234524856934766,250,11,wallpath_pi_task1_final_seed11_r005,results\wallpath_pi_task1_final_seed11_r005\run_1
direct_extra_all_features,0.1,11,6917.2,6228.817127773537,69171.2,62288.73393528756,6917.2,6228.817127773537,3.4,0.490880693673816,1.9357189010007485,0.5680735175850717,1.1754661526679993,0.3969954636312476,0.609640281677246,0.2383879940967253,3.016132565498352,1.0629666365964987,4.290010897636414,1.2770149596541127,-0.0600165419816039,0.1627090482185276,1.929726318359375,0.5621606509815907,69171.2,62288.73393528756,0.6636893371207366,0.2815629037906601,2.0083857746752884,0.5940545158884052,2.096279261881978,0.6089076303563894,1.9357189010007485,0.5680735175850717,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,2.0314061928660783,0.5917651003373872,1.2703034393787385,0.4247298709655596,3.1967933731079103,1.0932775898775229,62254.0,56059.9168095241,0.6822802980160818,0.2875605602421809,2.108074196032342,0.619195885030195,1.8420352532162687,0.56158157228736,1.1131953213214874,0.3828585607710288,2.84799403333664,1.051101464097692,66369.0,61020.82222471212,3.1549147638744874,0.5323857849771126,-3.9247004624258426,1.0855670435782805,-0.0127370267816346,0.058550879029065,250,11,wallpath_pi_task1_final_seed11_r010,results\wallpath_pi_task1_final_seed11_r010\run_1
direct_rf_all_features,0.1,11,6917.2,6228.817127773537,69171.2,62288.73393528756,6917.2,6228.817127773537,3.4,0.490880693673816,1.9484559277823827,0.5792891498191632,1.133910620689392,0.396790789664585,0.5487444076538086,0.2308007464627625,2.9720145359039307,1.0952992233518215,4.320992458343506,1.298174409459241,-0.0288530303697043,0.115982336586932,1.9455987148284912,0.5767266737407262,69171.2,62288.73393528756,0.7236468745501569,0.3089189818903902,2.019774202355666,0.607777287524906,2.107418324804428,0.624422746342174,1.9484559277823827,0.5792891498191632,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,2.0476773526567,0.6068906673755077,1.2368547852039338,0.4312838315206344,3.1652539262771606,1.132093117946248,62254.0,56059.9168095241,0.7495692079894397,0.3214636747969571,2.122913587813274,0.6370335924967787,1.847752125170692,0.5664517695476199,1.069604329109192,0.3797573287126199,2.797403690814972,1.0757562098983977,66369.0,61020.82222471212,3.227646130892184,0.6051237426838939,-3.911963435644208,1.074510985413874,0.0,0.0,250,11,wallpath_pi_task1_final_seed11_r010,results\wallpath_pi_task1_final_seed11_r010\run_1
wallpath_extra,0.1,11,6917.2,6228.817127773537,69171.2,62288.73393528756,6917.2,6228.817127773537,3.4,0.490880693673816,1.953376809425804,0.6034854577508079,1.0841979101896286,0.4071156501848594,0.4593052139282226,0.2155955859126634,2.9053718202114105,1.1257126972661364,4.293009909629822,1.323609628779909,0.0074334279296454,0.0829600788255142,1.9519952552318571,0.6023547880944397,69171.2,62288.73393528756,0.7903685824972689,0.3862408311555306,2.0252735554524217,0.6347654902644364,2.119030300281179,0.6556360121046494,1.953376809425804,0.6034854577508079,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,2.0561978940995136,0.6350964496800136,1.186170952796936,0.4471504736473617,3.10723019695282,1.1624849845247824,62254.0,56059.9168095241,0.8295940919543238,0.4056518369798737,2.131994838935055,0.6681293196842215,1.8366978706053187,0.5799158957395559,1.015757462620735,0.3867981076766074,2.717885031938553,1.1039473573004102,66369.0,61020.82222471212,3.356731727444407,0.8582696092590648,-3.907042554000787,1.062080333460273,0.0049208816434207,0.0954845267809021,250,11,wallpath_pi_task1_final_seed11_r010,results\wallpath_pi_task1_final_seed11_r010\run_1
wallpath_rf,0.1,11,6917.2,6228.817127773537,69171.2,62288.73393528756,6917.2,6228.817127773537,3.4,0.490880693673816,1.988304976962656,0.6200775726137073,1.0916176068782806,0.4147384549819419,0.4587578239440918,0.2244420078553685,2.924379830598831,1.1364198406964925,4.331822232246399,1.341507064374965,0.0031076013309539,0.087036306504864,1.9867918634414672,0.618961148867209,69171.2,62288.73393528756,0.8786232153985348,0.4512294625411674,2.05988275840205,0.6512980125638389,2.1556432230178677,0.6722927843996607,1.988304976962656,0.6200775726137073,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,2.091952946978654,0.6524965390955375,1.1926825096607208,0.455160794930774,3.1257104983329773,1.1729859922325077,62254.0,56059.9168095241,0.921936600395467,0.474001376430295,2.16740135862787,0.6855060816210626,1.867040729820209,0.5925857626708739,1.0226708027124405,0.3946566882895412,2.7347133984565737,1.114898740556715,66369.0,61020.82222471212,3.4307382533493445,0.9613830810289696,-3.872114386463936,1.0536493538143377,0.0398490491802729,0.1231969421573998,250,11,wallpath_pi_task1_final_seed11_r010,results\wallpath_pi_task1_final_seed11_r010\run_1
wallpath_calibrated,0.1,11,6917.2,6228.817127773537,69171.2,62288.73393528756,6917.2,6228.817127773537,3.4,0.490880693673816,2.1818268139217456,0.5464004590299208,1.4313795063495636,0.3661538569798975,0.8523429565429688,0.2404370113143847,3.542545127868652,0.9507330679046784,4.742447472572327,1.2140612864375964,-0.1159704868406988,0.2271546105591823,2.169316815376282,0.536917517765656,69171.2,62288.73393528756,0.7308490828156129,0.3239418610021052,2.2640809973826186,0.5717987239590363,2.360667443800421,0.5856525907905021,2.1818268139217456,0.5464004590299208,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,2.295051529755386,0.5729707197110259,1.5612793307304382,0.399078623849831,3.723053924560547,0.9898008358544867,62254.0,56059.9168095241,0.7688943762018366,0.3416303842123504,2.3816937865747363,0.5999655782871434,2.0951592756665294,0.5312947113237664,1.3712761030197145,0.3513126101874085,3.395176152706146,0.9310019787242204,66369.0,61020.82222471212,3.3376930416548203,0.5896281273122711,-3.678592549504845,1.0458804944985496,0.2333708861393627,0.1072759006096796,250,11,wallpath_pi_task1_final_seed11_r010,results\wallpath_pi_task1_final_seed11_r010\run_1
multi_wall_residual_idw,0.1,11,6917.2,6228.817127773537,69171.2,62288.73393528756,6917.2,6228.817127773537,3.4,0.490880693673816,2.75063059611994,0.6574049846362298,1.7961860494613648,0.4001438447065258,1.1983913345336914,0.2757620340652876,4.231422093391418,1.0069721288393698,5.575802762985229,1.3519395978286304,-0.0063870517861796,0.0698544109648527,2.7498705911636354,0.6570645526439158,69171.2,62288.73393528756,2.1426118852654974,0.9599446400036992,2.8136175223416666,0.6991817045598012,2.92504698534406,0.7291903778603274,2.75063059611994,0.6574049846362298,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,2.899425247775528,0.6929710792636475,1.9957703080177307,0.4446103148226336,4.434903219223022,1.0583718157467707,62254.0,56059.9168095241,2.2589738036435607,1.0123052207804606,2.965918897944878,0.7371345003861258,2.6402532305942468,0.6168961112829731,1.7375905027389529,0.3839832025380409,4.104656920433045,0.9791598606038268,66369.0,61020.82222471212,4.1516756088683815,1.268655041368673,-3.1097887673066507,0.8934372781229407,0.802174668337557,0.2620023727041816,250,11,wallpath_pi_task1_final_seed11_r010,results\wallpath_pi_task1_final_seed11_r010\run_1
idw,0.1,11,6917.2,6228.817127773537,69171.2,62288.73393528756,6917.2,6228.817127773537,3.4,0.490880693673816,3.0829758919290176,0.5761460464136707,2.226505909442902,0.4297081579189092,1.6999252624511718,0.3628492863886473,5.046079960823059,0.9896078149474472,6.343988195419311,1.2307003521717432,-0.0672698480701074,0.0991608639030358,3.0808503189086918,0.575373476401778,69171.2,62288.73393528756,5.632460570905174,2.1016545273322684,2.9138990833449974,0.580204835748366,2.913366944494514,0.5614798873733038,3.0829758919290176,0.5761460464136707,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,3.249748471173093,0.6073169051392308,2.4739053654670715,0.4774615588773949,5.245237404823303,1.0267207804546006,62254.0,56059.9168095241,5.937883051483871,2.211553741353526,3.0716253128101108,0.6117353959127023,3.045269431976128,0.5738917746345146,2.1982150492668158,0.4267399601076579,4.979497628211975,0.9801324764265054,66369.0,61020.82222471212,3.708506581880545,0.4622737904048507,-2.7774434714975733,1.0126474417028877,1.1345199641466348,0.2238293932621142,250,11,wallpath_pi_task1_final_seed11_r010,results\wallpath_pi_task1_final_seed11_r010\run_1
direct_rf_sparse_anchor,0.1,11,6917.2,6228.817127773537,69171.2,62288.73393528756,6917.2,6228.817127773537,3.4,0.490880693673816,4.965102235739556,1.0209962706969749,3.613063312530517,0.8392303518925724,2.6607697525024414,0.9055574480579576,8.366909381866455,1.7708824703717447,10.33916204071045,2.1985264781712552,-0.9505940233319998,0.9287619232075724,4.784027760505676,1.022613730882416,69171.2,62288.73393528756,0.8591194931107101,0.4254695763060076,5.165267385535141,1.0807021808482422,5.435659812252225,1.0693328089533465,4.965102235739556,1.0209962706969749,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,4.965684644548907,1.0210557359460368,3.613074252128601,0.8391156778178593,8.368040752410888,1.771783492366204,62254.0,56059.9168095241,0.8569850711162245,0.4281325185885353,5.16609113554863,1.081122999721173,4.89843763623565,1.0168676909204657,3.5490954914093016,0.840715913729318,8.272087839126588,1.7611811939131508,66369.0,61020.82222471212,5.930184730534094,1.118278839914628,-0.8953171276870349,0.7932449263740547,3.0166463079571733,0.7951735779470737,250,11,wallpath_pi_task1_final_seed11_r010,results\wallpath_pi_task1_final_seed11_r010\run_1
multi_wall,0.1,11,6917.2,6228.817127773537,69171.2,62288.73393528756,6917.2,6228.817127773537,3.4,0.490880693673816,5.86041936342659,1.2398466717051009,4.543767440795898,0.9977228448655344,3.749951541900635,0.9628303029520162,9.33751902961731,1.9643194577322705,11.404754554748536,2.381799290016601,-0.0069559293827041,0.0972626077391034,5.859747219085693,1.2396458627472946,69171.2,62288.73393528756,5.656128843448563,2.0511001610884265,5.896954811266976,1.2700147426279365,6.050027033600667,1.3024334547989391,5.86041936342659,1.2398466717051009,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,5.862528963882795,1.2414755425638526,4.544714415550232,0.9979684213498043,9.341319023132325,1.968257658873685,62254.0,56059.9168095241,5.653421380235256,2.0567660090305098,5.899405436286157,1.2721649597841378,5.781668678176857,1.2251018842134611,4.4984303531646725,0.9970757357861082,9.248825645446775,1.963183610321949,66369.0,61020.82222471212,7.027078912122364,1.725775500214666,0.0,0.0,3.911963435644208,1.074510985413874,250,11,wallpath_pi_task1_final_seed11_r010,results\wallpath_pi_task1_final_seed11_r010\run_1
direct_rf_geometry,0.1,11,6917.2,6228.817127773537,69171.2,62288.73393528756,6917.2,6228.817127773537,3.4,0.490880693673816,6.473623057771053,1.7349778950084156,4.663387173652649,1.4826315622821815,3.37343376159668,1.5455497590854004,10.973644521713258,3.089150053688624,13.653727838516236,3.504654579627112,-1.868791462561116,2.433799462448327,5.81714289188385,1.2971038464902471,69171.2,62288.73393528756,0.8204907426599365,0.4020133516214935,6.718937561040391,1.7414627463373638,7.083005087303096,1.7173426210800742,6.473623057771053,1.7349778950084156,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,6.474123823443455,1.734193316380254,4.663191197395324,1.4821839971042785,10.976563524246217,3.088848936483178,62254.0,56059.9168095241,0.8170501027233628,0.4042191334856436,6.719706558864323,1.7409218756845517,6.402162663670068,1.7759842425061767,4.597440822124481,1.5126010593133408,10.878834394454955,3.1446927303772862,66369.0,61020.82222471212,7.631723210469253,1.4770292826535387,0.6132036943444616,1.6387959921838426,4.525167129988669,1.5454008005626798,250,11,wallpath_pi_task1_final_seed11_r010,results\wallpath_pi_task1_final_seed11_r010\run_1
log_distance,0.1,11,6917.2,6228.817127773537,69171.2,62288.73393528756,6917.2,6228.817127773537,3.4,0.490880693673816,7.441543515295524,1.978452138474723,5.991299812316894,1.6967334443523752,5.176271625518799,1.7014021496959455,12.084321649551391,3.166068532768373,14.23302885055542,3.575520715674557,-0.0078099733266353,0.1251845872834616,7.44069909286499,1.9781669507075232,69171.2,62288.73393528756,9.447678494210328,3.734868869099477,7.242299202953292,1.96590240029552,7.225396402913937,1.976398144115459,7.441543515295524,1.978452138474723,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,7.442186085719439,1.9782342256656924,5.991423064231872,1.6962615507520424,12.086324405670164,3.165799703485607,62254.0,56059.9168095241,9.438434362266689,3.7179211955506353,7.243132989620812,1.96585859992689,7.434574361205232,1.9851288813454189,5.987116398811341,1.7045937502493038,12.0686735496521,3.1700071036536515,66369.0,61020.82222471212,7.610193811205966,1.873266610192952,1.5811241518689334,1.4535399164824734,5.493087587513142,1.5678498640054916,250,11,wallpath_pi_task1_final_seed11_r010,results\wallpath_pi_task1_final_seed11_r010\run_1
direct_extra_all_features,0.005,22,346.2,311.54776203999364,69171.2,62288.73393528756,346.2,311.54776203999364,3.4,0.490880693673816,3.185693231467593,0.9262949357531404,2.155402494907379,0.6790876873358185,1.337502124786377,0.516406975821694,5.318757776260376,1.6122160159212204,6.963280645370483,2.0546624022856586,-0.2343816553726792,0.4297138103936221,3.155783740997314,0.8994629532659129,69171.2,62288.73393528756,0.7595713767822964,0.3662461411909769,3.3093930164533965,0.9637243835697528,3.457435682829391,0.9809510383340092,3.185693231467593,0.9262949357531404,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,3.19240061249452,0.927720928279954,2.16232474565506,0.6809528883978787,5.329839338302612,1.6142711281374134,68825.0,61977.186267776655,0.7600178603177848,0.3667876747801353,3.3163817327958838,0.9651971597078418,3.1011203647687497,0.9176593094594272,2.083256752252579,0.6644555901122954,5.172169711112976,1.6097253324102307,66369.0,61020.82222471212,4.4023549724596345,0.8553971859883635,-2.8701241686215364,1.24600326560538,-0.0211182563348046,0.1067222045945662,250,22,wallpath_pi_task1_final_seed22_r0005,results\wallpath_pi_task1_final_seed22_r0005\run_1
